conversation_id,speaker_role,agent_claimed_identity,agent_question_type,agent_utterance,customer_utterance,customer_response_type,relationship_detected,relationship_keywords,sensitive_info_requested,sensitive_info_revealed,risk_label
7542,agent_to_customer,telecom_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
7543,agent_to_customer,relative,otp,Please tell me your otp,"You are my brother, so here it is",reveal,yes,brother,otp,yes,medium
7544,agent_to_customer,relative,otp,Please tell me your otp,I cannot share my otp,deny,yes,brother,otp,no,low
7545,agent_to_customer,relative,account_number,Please tell me your account number,"You are my friend, so here it is",reveal,yes,friend,account_number,yes,medium
7546,agent_to_customer,relative,account_number,Please tell me your account number,I cannot share my account number,deny,yes,friend,account_number,no,low
7547,agent_to_customer,bank_agent,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
7548,agent_to_customer,bank_agent,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
7549,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,"You are my brother, so here it is",reveal,yes,brother,aadhaar,yes,medium
7550,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,yes,brother,aadhaar,no,low
7551,agent_to_customer,unknown,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
7552,agent_to_customer,unknown,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
7553,agent_to_customer,unknown,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
7554,agent_to_customer,unknown,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
7555,agent_to_customer,bank_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
7556,agent_to_customer,bank_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
7557,agent_to_customer,unknown,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
7558,agent_to_customer,unknown,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
7559,agent_to_customer,unknown,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
7560,agent_to_customer,unknown,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
7561,agent_to_customer,unknown,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
7562,agent_to_customer,unknown,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
7563,agent_to_customer,relative,upi,Please tell me your upi,"You are my father, so here it is",reveal,yes,father,upi,yes,medium
7564,agent_to_customer,relative,upi,Please tell me your upi,I cannot share my upi,deny,yes,father,upi,no,low
7565,agent_to_customer,telecom_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
7566,agent_to_customer,telecom_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
7567,agent_to_customer,relative,account_number,Please tell me your account number,"You are my friend, so here it is",reveal,yes,friend,account_number,yes,medium
7568,agent_to_customer,relative,account_number,Please tell me your account number,I cannot share my account number,deny,yes,friend,account_number,no,low
7569,agent_to_customer,relative,upi,Please tell me your upi,"You are my friend, so here it is",reveal,yes,friend,upi,yes,medium
7570,agent_to_customer,relative,upi,Please tell me your upi,I cannot share my upi,deny,yes,friend,upi,no,low
7571,agent_to_customer,bank_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
7572,agent_to_customer,bank_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
7573,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,"You are my brother, so here it is",reveal,yes,brother,aadhaar,yes,medium
7574,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,yes,brother,aadhaar,no,low
7575,agent_to_customer,relative,cvv,Please tell me your cvv,"You are my son, so here it is",reveal,yes,son,cvv,yes,medium
7576,agent_to_customer,relative,cvv,Please tell me your cvv,I cannot share my cvv,deny,yes,son,cvv,no,low
7577,agent_to_customer,relative,cvv,Please tell me your cvv,"You are my son, so here it is",reveal,yes,son,cvv,yes,medium
7578,agent_to_customer,relative,cvv,Please tell me your cvv,I cannot share my cvv,deny,yes,son,cvv,no,low
7579,agent_to_customer,bank_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
7580,agent_to_customer,bank_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
7581,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
7582,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
7583,agent_to_customer,unknown,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
7584,agent_to_customer,unknown,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
7585,agent_to_customer,telecom_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
7586,agent_to_customer,telecom_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
7587,agent_to_customer,relative,cvv,Please tell me your cvv,"You are my son, so here it is",reveal,yes,son,cvv,yes,medium
7588,agent_to_customer,relative,cvv,Please tell me your cvv,I cannot share my cvv,deny,yes,son,cvv,no,low
7589,agent_to_customer,telecom_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
7590,agent_to_customer,telecom_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
7591,agent_to_customer,bank_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
7592,agent_to_customer,bank_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
7593,agent_to_customer,telecom_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
7594,agent_to_customer,telecom_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
7595,agent_to_customer,unknown,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
7596,agent_to_customer,unknown,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
7597,agent_to_customer,bank_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
7598,agent_to_customer,bank_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
7599,agent_to_customer,unknown,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
7600,agent_to_customer,unknown,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
7601,agent_to_customer,relative,otp,Please tell me your otp,"You are my mother, so here it is",reveal,yes,mother,otp,yes,medium
7602,agent_to_customer,relative,otp,Please tell me your otp,I cannot share my otp,deny,yes,mother,otp,no,low
7603,agent_to_customer,relative,account_number,Please tell me your account number,"You are my father, so here it is",reveal,yes,father,account_number,yes,medium
7604,agent_to_customer,relative,account_number,Please tell me your account number,I cannot share my account number,deny,yes,father,account_number,no,low
7605,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
7606,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
7607,agent_to_customer,telecom_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
7608,agent_to_customer,telecom_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
7609,agent_to_customer,telecom_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
7610,agent_to_customer,telecom_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
7611,agent_to_customer,telecom_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
7612,agent_to_customer,telecom_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
7613,agent_to_customer,telecom_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
7614,agent_to_customer,telecom_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
7615,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
7616,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
7617,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,"You are my brother, so here it is",reveal,yes,brother,aadhaar,yes,medium
7618,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,yes,brother,aadhaar,no,low
7619,agent_to_customer,bank_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
7620,agent_to_customer,bank_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
7621,agent_to_customer,relative,upi,Please tell me your upi,"You are my father, so here it is",reveal,yes,father,upi,yes,medium
7622,agent_to_customer,relative,upi,Please tell me your upi,I cannot share my upi,deny,yes,father,upi,no,low
7623,agent_to_customer,telecom_agent,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
7624,agent_to_customer,telecom_agent,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
7625,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
7626,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
7627,agent_to_customer,telecom_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
7628,agent_to_customer,telecom_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
7629,agent_to_customer,telecom_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
7630,agent_to_customer,telecom_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
7631,agent_to_customer,telecom_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
7632,agent_to_customer,telecom_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
7633,agent_to_customer,telecom_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
7634,agent_to_customer,telecom_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
7635,agent_to_customer,relative,otp,Please tell me your otp,"You are my mother, so here it is",reveal,yes,mother,otp,yes,medium
7636,agent_to_customer,relative,otp,Please tell me your otp,I cannot share my otp,deny,yes,mother,otp,no,low
7637,agent_to_customer,relative,pin,Please tell me your pin,"You are my mother, so here it is",reveal,yes,mother,pin,yes,medium
7638,agent_to_customer,relative,pin,Please tell me your pin,I cannot share my pin,deny,yes,mother,pin,no,low
7639,agent_to_customer,relative,pin,Please tell me your pin,"You are my son, so here it is",reveal,yes,son,pin,yes,medium
7640,agent_to_customer,relative,pin,Please tell me your pin,I cannot share my pin,deny,yes,son,pin,no,low
7641,agent_to_customer,bank_agent,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
7642,agent_to_customer,bank_agent,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
7643,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
7644,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
7645,agent_to_customer,relative,pin,Please tell me your pin,"You are my friend, so here it is",reveal,yes,friend,pin,yes,medium
7646,agent_to_customer,relative,pin,Please tell me your pin,I cannot share my pin,deny,yes,friend,pin,no,low
7647,agent_to_customer,telecom_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
7648,agent_to_customer,telecom_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
7649,agent_to_customer,unknown,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
7650,agent_to_customer,unknown,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
7651,agent_to_customer,bank_agent,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
7652,agent_to_customer,bank_agent,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
7653,agent_to_customer,unknown,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
7654,agent_to_customer,unknown,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
7655,agent_to_customer,unknown,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
7656,agent_to_customer,unknown,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
7657,agent_to_customer,unknown,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
7658,agent_to_customer,unknown,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
7659,agent_to_customer,bank_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
7660,agent_to_customer,bank_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
7661,agent_to_customer,relative,upi,Please tell me your upi,"You are my mother, so here it is",reveal,yes,mother,upi,yes,medium
7662,agent_to_customer,relative,upi,Please tell me your upi,I cannot share my upi,deny,yes,mother,upi,no,low
7663,agent_to_customer,unknown,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
7664,agent_to_customer,unknown,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
7665,agent_to_customer,telecom_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
7666,agent_to_customer,telecom_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
7667,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,"You are my father, so here it is",reveal,yes,father,aadhaar,yes,medium
7668,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,yes,father,aadhaar,no,low
7669,agent_to_customer,unknown,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
7670,agent_to_customer,unknown,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
7671,agent_to_customer,unknown,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
7672,agent_to_customer,unknown,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
7673,agent_to_customer,bank_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
7674,agent_to_customer,bank_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
7675,agent_to_customer,bank_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
7676,agent_to_customer,bank_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
7677,agent_to_customer,unknown,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
7678,agent_to_customer,unknown,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
7679,agent_to_customer,telecom_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
7680,agent_to_customer,telecom_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
7681,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,"You are my son, so here it is",reveal,yes,son,aadhaar,yes,medium
7682,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,yes,son,aadhaar,no,low
7683,agent_to_customer,relative,cvv,Please tell me your cvv,"You are my brother, so here it is",reveal,yes,brother,cvv,yes,medium
7684,agent_to_customer,relative,cvv,Please tell me your cvv,I cannot share my cvv,deny,yes,brother,cvv,no,low
7685,agent_to_customer,relative,otp,Please tell me your otp,"You are my brother, so here it is",reveal,yes,brother,otp,yes,medium
7686,agent_to_customer,relative,otp,Please tell me your otp,I cannot share my otp,deny,yes,brother,otp,no,low
7687,agent_to_customer,unknown,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
7688,agent_to_customer,unknown,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
7689,agent_to_customer,unknown,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
7690,agent_to_customer,unknown,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
7691,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,"You are my mother, so here it is",reveal,yes,mother,aadhaar,yes,medium
7692,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,yes,mother,aadhaar,no,low
7693,agent_to_customer,bank_agent,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
7694,agent_to_customer,bank_agent,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
7695,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
7696,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
7697,agent_to_customer,relative,account_number,Please tell me your account number,"You are my father, so here it is",reveal,yes,father,account_number,yes,medium
7698,agent_to_customer,relative,account_number,Please tell me your account number,I cannot share my account number,deny,yes,father,account_number,no,low
7699,agent_to_customer,relative,upi,Please tell me your upi,"You are my friend, so here it is",reveal,yes,friend,upi,yes,medium
7700,agent_to_customer,relative,upi,Please tell me your upi,I cannot share my upi,deny,yes,friend,upi,no,low
7701,agent_to_customer,bank_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
7702,agent_to_customer,bank_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
7703,agent_to_customer,relative,otp,Please tell me your otp,"You are my friend, so here it is",reveal,yes,friend,otp,yes,medium
7704,agent_to_customer,relative,otp,Please tell me your otp,I cannot share my otp,deny,yes,friend,otp,no,low
7705,agent_to_customer,relative,login_password,Please tell me your login password,"You are my father, so here it is",reveal,yes,father,login_password,yes,medium
7706,agent_to_customer,relative,login_password,Please tell me your login password,I cannot share my login password,deny,yes,father,login_password,no,low
7707,agent_to_customer,relative,otp,Please tell me your otp,"You are my son, so here it is",reveal,yes,son,otp,yes,medium
7708,agent_to_customer,relative,otp,Please tell me your otp,I cannot share my otp,deny,yes,son,otp,no,low
7709,agent_to_customer,telecom_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
7710,agent_to_customer,telecom_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
7711,agent_to_customer,relative,cvv,Please tell me your cvv,"You are my brother, so here it is",reveal,yes,brother,cvv,yes,medium
7712,agent_to_customer,relative,cvv,Please tell me your cvv,I cannot share my cvv,deny,yes,brother,cvv,no,low
7713,agent_to_customer,bank_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
7714,agent_to_customer,bank_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
7715,agent_to_customer,unknown,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
7716,agent_to_customer,unknown,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
7717,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,"You are my father, so here it is",reveal,yes,father,aadhaar,yes,medium
7718,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,yes,father,aadhaar,no,low
7719,agent_to_customer,unknown,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
7720,agent_to_customer,unknown,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
7721,agent_to_customer,bank_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
7722,agent_to_customer,bank_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
7723,agent_to_customer,bank_agent,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
7724,agent_to_customer,bank_agent,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
7725,agent_to_customer,unknown,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
7726,agent_to_customer,unknown,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
7727,agent_to_customer,telecom_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
7728,agent_to_customer,telecom_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
7729,agent_to_customer,unknown,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
7730,agent_to_customer,unknown,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
7731,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
7732,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
7733,agent_to_customer,relative,login_password,Please tell me your login password,"You are my son, so here it is",reveal,yes,son,login_password,yes,medium
7734,agent_to_customer,relative,login_password,Please tell me your login password,I cannot share my login password,deny,yes,son,login_password,no,low
7735,agent_to_customer,unknown,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
7736,agent_to_customer,unknown,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
7737,agent_to_customer,relative,cvv,Please tell me your cvv,"You are my father, so here it is",reveal,yes,father,cvv,yes,medium
7738,agent_to_customer,relative,cvv,Please tell me your cvv,I cannot share my cvv,deny,yes,father,cvv,no,low
7739,agent_to_customer,bank_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
7740,agent_to_customer,bank_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
7741,agent_to_customer,relative,account_number,Please tell me your account number,"You are my brother, so here it is",reveal,yes,brother,account_number,yes,medium
7742,agent_to_customer,relative,account_number,Please tell me your account number,I cannot share my account number,deny,yes,brother,account_number,no,low
7743,agent_to_customer,relative,pin,Please tell me your pin,"You are my father, so here it is",reveal,yes,father,pin,yes,medium
7744,agent_to_customer,relative,pin,Please tell me your pin,I cannot share my pin,deny,yes,father,pin,no,low
7745,agent_to_customer,relative,upi,Please tell me your upi,"You are my mother, so here it is",reveal,yes,mother,upi,yes,medium
7746,agent_to_customer,relative,upi,Please tell me your upi,I cannot share my upi,deny,yes,mother,upi,no,low
7747,agent_to_customer,unknown,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
7748,agent_to_customer,unknown,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
7749,agent_to_customer,unknown,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
7750,agent_to_customer,unknown,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
7751,agent_to_customer,unknown,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
7752,agent_to_customer,unknown,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
7753,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
7754,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
7755,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,"You are my mother, so here it is",reveal,yes,mother,aadhaar,yes,medium
7756,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,yes,mother,aadhaar,no,low
7757,agent_to_customer,unknown,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
7758,agent_to_customer,unknown,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
7759,agent_to_customer,bank_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
7760,agent_to_customer,bank_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
7761,agent_to_customer,relative,pin,Please tell me your pin,"You are my friend, so here it is",reveal,yes,friend,pin,yes,medium
7762,agent_to_customer,relative,pin,Please tell me your pin,I cannot share my pin,deny,yes,friend,pin,no,low
7763,agent_to_customer,relative,cvv,Please tell me your cvv,"You are my son, so here it is",reveal,yes,son,cvv,yes,medium
7764,agent_to_customer,relative,cvv,Please tell me your cvv,I cannot share my cvv,deny,yes,son,cvv,no,low
7765,agent_to_customer,bank_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
7766,agent_to_customer,bank_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
7767,agent_to_customer,telecom_agent,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
7768,agent_to_customer,telecom_agent,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
7769,agent_to_customer,relative,otp,Please tell me your otp,"You are my brother, so here it is",reveal,yes,brother,otp,yes,medium
7770,agent_to_customer,relative,otp,Please tell me your otp,I cannot share my otp,deny,yes,brother,otp,no,low
7771,agent_to_customer,relative,cvv,Please tell me your cvv,"You are my friend, so here it is",reveal,yes,friend,cvv,yes,medium
7772,agent_to_customer,relative,cvv,Please tell me your cvv,I cannot share my cvv,deny,yes,friend,cvv,no,low
7773,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,"You are my father, so here it is",reveal,yes,father,aadhaar,yes,medium
7774,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,yes,father,aadhaar,no,low
7775,agent_to_customer,relative,login_password,Please tell me your login password,"You are my father, so here it is",reveal,yes,father,login_password,yes,medium
7776,agent_to_customer,relative,login_password,Please tell me your login password,I cannot share my login password,deny,yes,father,login_password,no,low
7777,agent_to_customer,unknown,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
7778,agent_to_customer,unknown,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
7779,agent_to_customer,unknown,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
7780,agent_to_customer,unknown,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
7781,agent_to_customer,relative,cvv,Please tell me your cvv,"You are my mother, so here it is",reveal,yes,mother,cvv,yes,medium
7782,agent_to_customer,relative,cvv,Please tell me your cvv,I cannot share my cvv,deny,yes,mother,cvv,no,low
7783,agent_to_customer,bank_agent,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
7784,agent_to_customer,bank_agent,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
7785,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,"You are my son, so here it is",reveal,yes,son,aadhaar,yes,medium
7786,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,yes,son,aadhaar,no,low
7787,agent_to_customer,unknown,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
7788,agent_to_customer,unknown,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
7789,agent_to_customer,telecom_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
7790,agent_to_customer,telecom_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
7791,agent_to_customer,bank_agent,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
7792,agent_to_customer,bank_agent,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
7793,agent_to_customer,bank_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
7794,agent_to_customer,bank_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
7795,agent_to_customer,unknown,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
7796,agent_to_customer,unknown,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
